giniIndex,percentHsEdu,percentBachelorsEdu,medianHouseholdIncome,ueRate,uninsuredRate,medianAge
0.42609999,88,12.8,,22.115385,17.700001,41.900002
0.66030002,91.900002,33.900002,60938,0,0,48.400002
0.39500001,95.699997,25.700001,64224,0.23880596,7.5,40.200001
0.4867,79.599998,12.5,32230,18.643162,33.799999,26.6
0.50950003,72.400002,13,24073,23.120567,37,22
0.24519999,91.900002,15.6,75714,0,15.7,34.799999
0.42050001,92.099998,20.799999,75909,0,4.1999998,42.900002
,,,,,,
0.21600001,100,48.099998,,0,0,71.099998
0.2895,86.800003,17.1,108750,0,33.299999,56.700001
0.5068,98.099998,34,45417,0,3.0999999,64.5
0.45230001,95.699997,34.900002,46803,2.7883699,9.1000004,38.099998
0.4436,91.900002,23.200001,50711,0.64738011,13.1,44.299999
0.30840001,100,24.200001,41211,0,6,37.200001
0.46180001,96.400002,10.4,58375,2.9629629,20.700001,42.599998
0.4161,98.699997,24.299999,61964,2.7932961,13.3,40.700001
0.301,97.099998,7.6999998,66328,3.8961039,20.6,42.299999
0.29640001,91.800003,0,104732,0,0,52.099998
0.35330001,93,20.299999,58963,1.2917116,10.3,48.5
0.58819997,54.900002,2.9000001,13306,61.061947,30.1,22.799999
,100,30.799999,,8.8019562,11.9,19.5
0.1742,92.599998,0,145313,0,0,57.099998
0.3739,88.599998,11.4,53036,0,20.4,50.799999
0.3459,95.900002,35.599998,91250,0,6.6999998,53.5
0.3479,94.800003,36.299999,102344,0,2.5,38.299999
0.47310001,95.400002,34,75625,1.4869889,2.2,48.799999
0.3919,100,19,56875,0,12.3,48.299999
0.37400001,97,34.799999,77500,0,0,38.799999
0.054200001,84.400002,31.299999,,0,0,63.900002
0.3994,97.300003,25.200001,69028,3.4825871,4.1999998,45.900002
0.33739999,96,32.099998,71094,1.7318794,4,33
0.56830001,85.5,0,53750,1.5625,7.3000002,56.900002
0.32539999,93.800003,25.799999,67813,1.8633541,12.8,46.599998
0.3012,98,36,80909,0,1.5,46.599998
0.47839999,90.300003,13.4,46528,1.2987013,1.3,53.700001
0.30149999,95.400002,42.299999,115625,0,0.30000001,36.400002
0.37889999,93.400002,23.200001,70625,6.7873302,13.3,34.799999
0.42730001,91.5,17.4,61250,6.1668682,6.1999998,45.5
0.3538,100,8.1999998,69250,0,0,50.900002
0.38890001,92.400002,14,59000,3.4883721,7.5999999,36.599998
0.3619,93.699997,17.6,66625,0,7.5,47.299999
0.47240001,92.099998,14.2,52500,1.0230179,4,42.099998
0.49219999,95.300003,14.3,75147,0.41841003,1.7,38.400002
0.41999999,93.300003,12,50781,0,17.299999,53.200001
0.49759999,96.5,24.299999,66250,2.4242425,6.5,39.299999
0.26289999,96.400002,26,85357,0,3.7,37.599998
0.3057,93.699997,22.700001,72407,0.4608295,4,36.400002
0.39489999,87.599998,16.9,66250,1.3774104,7.8000002,45.5
0.27090001,97.400002,36.900002,103571,2.2845275,0.80000001,41.5
0.53280002,87.599998,20.9,,2.7397261,2.8,47.799999
0.4032,91.199997,26.9,63015,3.6941581,3.5999999,40.200001
0.4727,97.400002,21.6,70417,5.1612902,3.2,54.599998
0.48030001,88.599998,41.400002,103839,0.9760859,0.80000001,44.900002
0.39629999,95.800003,31,65893,0,5.6999998,37.700001
0.34110001,95.599998,19.700001,68750,0,7.8000002,50.400002
0.45359999,96.300003,37.799999,94087,2.2082019,3.8,34.799999
0.38260001,93.699997,17.9,71964,0.31847134,2.7,51.700001
0.41819999,83.900002,17,45833,4.1894355,2.2,47.299999
0.41510001,89,19.700001,61287,1.0671688,2,43.5
0.27790001,96.900002,20.4,74375,0,0,44.200001
0.28299999,87,17.4,66250,12.5,0,60
0.3075,93.099998,5.1999998,58875,0,0,27.299999
0.29550001,90.400002,26.700001,80673,3.0261347,6.0999999,34.5
0.3788,91.800003,20.299999,59653,1.7421603,4.5,48.400002
0.29120001,95.400002,18.299999,76429,1.3215859,2.2,41.599998
0.3599,100,32.700001,69167,1.7857143,4.0999999,57.700001
0.49160001,92.199997,25.200001,55000,1.2048193,2.5999999,39.099998
0.40310001,88.5,28.299999,71563,0,13,28.5
0.1054,90.900002,0,43958,0,73,39.599998
0.412,92,15.5,61042,1.910828,2.9000001,54.599998
0.44780001,91.900002,24.799999,64615,0,10.5,53.299999
0.31420001,89.5,19.700001,62292,0,0,51.099998
0.4003,97.599998,23.1,52375,0,9,48
0.4402,88.599998,28.200001,53150,3.449862,4.6999998,45
0.41589999,91.199997,22.4,55647,2.7076473,4.3000002,36.200001
,100,0,,11.304348,5.8000002,19.9
0.3576,93.599998,28.9,75066,0.5633803,2,38.799999
0.40110001,96.400002,39.700001,77317,1.5096226,5.9000001,34.299999
0.32539999,95.900002,38.099998,115156,0,2.5999999,39.299999
0.3761,94.300003,21,68250,0.60240966,2.7,37.900002
0.50279999,94.800003,40.099998,45407,3.3617187,7.5999999,29.200001
0.4576,90.5,31,42696,3.1169181,11.2,31.9
0.43990001,97.800003,48.5,72978,2.8391552,3.2,31.299999
,100,13.5,,9.0172243,3.5999999,19.1
0.4975,94.900002,37.799999,52872,3.7063596,6.3000002,32.700001
,100,30,,7.3917637,2.5999999,19.299999
0.47040001,93.400002,29.9,42807,4.4185004,10.7,24.9
0.2906,99.400002,32.799999,50425,3.5816619,2.8,23.1
,100,6.5,,,,22.5
0.50449997,93.199997,29.4,47054,0.91324198,6.9000001,44
0.3673,88.900002,18.799999,48917,0.32894737,11.2,52.099998
0.41409999,93.900002,26.6,54750,5.2132702,1.9,55.599998
0.26440001,99.099998,50.5,49107,1.1627907,11.4,48.5
0.2942,92,18.9,84583,5.3465347,1.5,36.200001
0.2212,100,0,,0,0,62
0.4276,90.599998,22,60139,4.0069685,10.8,45.099998
0.35049999,87.900002,30,53750,5.6603775,5.5999999,35.900002
0.56690001,90.099998,12,50938,0,13.6,56.299999
0.14820001,100,49,76042,6.818182,30.299999,43.400002
0.3973,91.400002,21.9,68958,1.9305019,2.3,51.400002
0.42359999,95.300003,23.6,67431,0,6.6999998,50.5
0.42629999,95.5,20.9,64844,1.1037527,5.0999999,45.299999
0.3829,94.400002,34.400002,61250,0,7.4000001,47.099998
0.2789,94.800003,23.4,58864,0.72815531,4,50.599998
0.35069999,86.900002,18.9,55000,1.7543859,4.1999998,47.599998
0.54449999,82.900002,20,64375,2.3622048,13.6,49.099998
0.39070001,93.900002,21.9,61250,5.6122451,7.0999999,43.700001
0.45809999,86.400002,14.7,46857,3.078635,6,44.799999
0.37369999,95,14.3,67250,0,3.7,35.900002
0.1173,100,0,130938,0,14.3,43.200001
0.39179999,92.900002,21.9,54583,0.77071291,4,50.200001
0.48429999,87.900002,28.200001,66016,3.8461537,6.0999999,64.800003
0.42829999,86.800003,27.9,52250,6.0975609,11.8,36.099998
0.3123,82.099998,28.4,67167,1.8181819,3.5999999,49.400002
0.48590001,92.099998,19.799999,65987,1.6788322,5.5,48.5
0.34689999,90.199997,12.6,64375,4.6511626,6.5999999,53.400002
0.3856,92.900002,17.799999,53512,2.3832221,10.1,38.400002
0.43419999,96,18.1,48750,0.99502486,6.8000002,59.299999
0.317,91.599998,23.200001,81875,0.6122449,6.6999998,35.299999
0.55320001,94.199997,34.200001,48583,3.3519554,5.4000001,36.900002
0.31670001,80.300003,16.1,71250,7.7419353,8.6000004,50.400002
0.4677,95.5,16.6,55625,0.85470086,6.3000002,53
0.42820001,97.300003,17.299999,79028,0,5.5999999,62.299999
0.33149999,85.099998,14,60885,2.9005525,9.6000004,36.700001
0.41429999,76.599998,23.4,52344,0,21.700001,60.599998
0.50599998,88.699997,16.5,73750,0,4.3000002,54.5
0.3511,89.400002,5.3000002,60000,10.294118,2.3,59
0.53219998,93,26.700001,46250,0,5.5,49.400002
0.4937,75.300003,3.2,37917,0,4.8000002,64.800003
0.48980001,87,18.799999,42273,1.2290503,4.1999998,49.400002
0.32589999,97.699997,17.299999,73889,3.409091,1.6,48.900002
0.39950001,90.800003,19.6,63750,0,0.89999998,53.700001
0.33950001,83.699997,8.3999996,46875,0,9.8000002,50.5
0.37689999,92.300003,39.400002,82143,1.1925043,1.7,44.700001
0.3748,94.300003,27.6,76500,2.5171626,3.5,39
0.34909999,91.699997,17.4,58750,4.7619047,6.5999999,46.099998
0.46740001,95.099998,17.299999,57500,0,8.1999998,60.700001
0.36840001,91.800003,37.299999,94167,0.70237052,3,40.299999
0.2221,96.099998,26,99583,0,0,43.799999
0.46799999,75.400002,12.1,56319,2.8011205,8.1999998,49.5
0.49450001,91.099998,24.299999,54619,1.4236799,7.5,42.099998
0.34290001,100,30.799999,51719,0,0,56.299999
0.5528,83.5,20.700001,29618,7.6767678,30.200001,27.799999
0.48280001,92.5,6.3000002,74250,0,13.9,59.5
0.4711,91.800003,25.1,57123,3.6948175,5.9000001,43.900002
0.39050001,91.699997,19,47292,0,6.8000002,40.099998
0.40720001,100,36.799999,,0,0,71
0.46470001,93.300003,18.6,52386,4.8286605,9.5,49.099998
0.2735,88.099998,6.8000002,,0,20.299999,59.299999
0.47760001,94.5,27.9,82000,0.97560978,7.5,38.599998
0.49579999,84.300003,15.7,31375,9.4827585,34.599998,29.4
0.51120001,89.5,22.299999,55625,0,5.3000002,51.900002
0.3786,97.099998,22.1,,13.793103,4.3000002,70.300003
0.54799998,87,11.1,80000,0,9.5,55
0.4515,76.400002,8,25714,12.128146,15.6,17
0.51740003,96.300003,24.700001,85833,0,0,39.599998
0.32480001,90,45,,0,24,39.299999
0.40110001,83,23.4,50909,2.9917727,2.3,48.599998
0.38749999,90.599998,9.3999996,76000,5.4054055,0,45.299999
0.44659999,89.199997,26,60039,0,9,53.200001
0.4576,90.400002,12,37083,0,2,68.699997
0.49590001,92.099998,20.1,50294,3.1428571,4.8000002,43.799999
0.4472,95.400002,19.799999,60313,4.5801525,6.8000002,47.400002
0.4876,91.800003,33.5,60833,4.1322312,11.9,46
0.54449999,91.5,23,58750,1.2987013,3.0999999,38.799999
0.53649998,91.5,4.9000001,,0,7.3000002,36.700001
0.20389999,100,21.799999,98750,0,0,62.299999
0.54960001,86.5,20.6,51167,1.7084283,10.6,46.200001
0.528,92.599998,15.3,58906,4.6511626,12.8,22.9
0.43830001,87.400002,20.6,60500,0,1.4,36
,100,50,,,0,
0.26609999,100,30.6,88882,0,0,44.700001
0.39840001,91,20.1,61250,2.238806,5.5999999,40.599998
0.4474,88.699997,25.299999,48438,9.4594593,15.7,40.099998
0.47040001,90.5,27.4,40833,5.8321481,17.299999,29.700001
0.4366,91,16.4,44063,1.2062033,5.5,46.400002
0.46650001,90.300003,20.6,43750,3.1088083,27.200001,42.700001
0.4914,71.900002,8.8999996,35833,7.762557,18.9,28.6
0.47080001,93.099998,21.799999,98125,0,0.69999999,35.5
0.53509998,88.699997,20.4,51250,6.0200667,10.7,40.5
0.4754,92.800003,19.5,64250,0.65359479,7.5,50.099998
0.42860001,85,8.6000004,36750,11.627907,16,21.700001
0.4691,95.400002,16.200001,46563,0,18.9,49.400002
0.50749999,91.099998,28.6,63906,0,5.5,47.400002
0.301,97.5,52.5,63214,0,1.7,46.5
0.34,94.099998,16.299999,55938,0.68965518,5.1999998,47.599998
0.44530001,84.300003,10.4,72917,2.247191,16.799999,49.799999
0.3493,100,26.1,71250,0,0,55.299999
0.41499999,91.599998,25.700001,55379,0.95104289,7.4000001,40
,72.5,0,,100,71.300003,51.5
,,,,9.2233009,3.3,20
0.45359999,80.599998,19.6,45667,3.8022814,4.3000002,54.799999
0.36750001,91.800003,23.799999,83750,0,5,33.900002
0.46779999,94,27.6,49375,2.1929824,7.6999998,54.700001
0.5323,86.400002,15.6,33125,0,7.6999998,56.900002
0.2191,92.900002,12.3,93500,0,0,36.5
0.38440001,87.900002,24.6,60265,0.13368984,4.4000001,49
0.61330003,81.900002,29.5,83250,4.2857141,3.5,49.200001
0.57230002,79.400002,11.8,45417,0,0,62.5
0.37869999,91.699997,16.1,60357,1.986755,3.8,57.200001
0.4269,88.199997,22.700001,54896,4.3537416,8.1999998,46.599998
0.43520001,86.099998,19.1,89091,11.842105,2.7,34.200001
0.317,95.099998,11.3,66786,0,11.1,53.799999
0.46259999,96.400002,13.8,37375,5.6338029,14.3,38.299999
0.49360001,86.400002,11.4,71375,1.4925373,6.5,57.099998
0.3281,96.5,12.3,58750,0,4.0999999,43.5
0.55519998,83.099998,23,62031,0.5597015,5.3000002,47.599998
0.40400001,89.099998,35.099998,48565,1.8614271,5,43
0.44190001,93.5,25.200001,58472,0.94043887,6.9000001,48.200001
0.41420001,96.800003,25.299999,78083,0,0,58.599998
0.29339999,95.699997,10.9,56750,9.876543,2.4000001,47.5
0.44440001,71.599998,13.2,74464,0,1.3,48.5
0.40490001,79.5,15.4,46591,1.421801,7.0999999,61
0.40630001,87.400002,15.6,50417,7.6190476,9.5,40.200001
0.37619999,86.699997,17.799999,50962,10.752688,7.6999998,48.5
0.4179,93.800003,27.1,56111,12,8.6999998,27.700001
0.52569997,90.599998,18.200001,35341,0,2.3,51.400002
0.3441,96.099998,15,73750,0.86956519,4.9000001,51.799999
,,,,0,0,
0.4267,86.599998,23.6,50208,1.4925373,8.3999996,47.400002
0.52859998,91.900002,17.799999,55000,6.0747662,10.5,36.599998
0.49700001,86.900002,27.4,65500,2.8,7.6999998,50.799999
0.42829999,85.300003,20.9,57917,0.87873465,7.3000002,43
0.56059998,84.900002,5.8000002,36500,0,3.0999999,59.599998
0.54720002,86.900002,13.5,45833,4.3956046,3.3,44.200001
0.5223,80.199997,13.1,34875,2.5104601,8.8000002,54.400002
0.34189999,98.400002,25.1,63125,0,4.6999998,48.799999
0.4684,86.599998,19.4,59063,0,10.1,49.099998
0.39539999,89.400002,17.9,59375,4.3956046,29.299999,30.9
0.4012,94.599998,31,60250,0.67796612,13.5,37.099998
0.3854,90.400002,24.6,64083,3.5667107,5,43.200001
0.54339999,84.400002,12.8,81696,0,9,58.799999
0.52240002,93,21.1,58750,1.5151515,0.80000001,51.599998
0.4682,88.400002,10.7,66250,2.7777777,9.3000002,49.200001
0.4549,93.5,21.5,44000,1.7543859,7.0999999,59.099998
0.42050001,91.699997,15.7,93125,2.8571429,4.8000002,60.099998
0.33649999,96,17.799999,82596,0,3.3,40.900002
0.29170001,90.900002,26.5,59479,0,1.3,43.799999
0.48249999,88.800003,24.4,48611,2.0833333,7,43.799999
0.56510001,86.5,19.5,46250,1.9480519,15.5,55.5
0.34020001,100,14.3,,0,0,67.300003
0.29570001,94.900002,36.599998,80625,2.9850745,2,41
0.38749999,88.400002,13,61875,2,4.1999998,42.299999
0.3195,94.199997,12.6,65625,0,10,51.200001
0.52280003,83.400002,24.200001,63036,1.0752689,5.5,62.099998
0.51980001,89.599998,18.1,54097,0.86580086,6,44
0.43630001,87.400002,23.200001,44750,1.010101,10.5,57.400002
0.4332,78.699997,16.700001,50000,0.69444442,3.8,48
0.51639998,75.900002,9,47500,0.97087377,13.4,54
0.50550002,93.599998,15.3,66833,3.5928144,5.0999999,36.5
0.41420001,93.5,35.400002,59679,1.3931798,7.3000002,37.200001
0.41859999,95.099998,38.900002,82291,1.1450813,4.1999998,37.599998
0.46000001,92.599998,31.5,66070,2.9494562,7.8000002,34
,,,,,,
0.37090001,96.199997,24.5,51875,2.7586207,14.7,52.5
0.33829999,94,28.200001,91667,3.2051282,4.1999998,41.299999
0.42989999,90.699997,22,83629,1.3831967,10.3,45.400002
0.6099,82.5,25,38750,10.714286,0,55.200001
0.51679999,82.400002,10.4,32500,18.799999,40.799999,23.200001
0.60589999,91.099998,21.5,44688,4.7244096,4.9000001,43
0.43239999,87.300003,20.4,68125,3.75,12.1,50
0.51719999,79.099998,11.7,68456,0,3.8,58.299999
0.52999997,91.699997,10.2,58125,2.2727273,10.3,36.299999
0.50169998,86.900002,14.4,42667,2.8397565,7.5,52.700001
0.42219999,87.900002,13.7,64318,1.3089005,6.9000001,46.5
0.53049999,85.199997,18.9,41250,22.211538,29.4,27.1
0.4774,90.5,15,63088,1.7117118,9.8999996,47.700001
0.41150001,93.400002,11.5,62500,1.9704434,30.5,46.200001
0.46349999,82.599998,11.7,53125,0,0,55
0.58660001,88.400002,13.2,47500,1.4634147,4.5999999,50.200001
0.34869999,92.900002,28.200001,82972,0.68999505,11.1,43.200001
0.43489999,78.699997,19.299999,52083,0,3.5,51.099998
0.42609999,86.5,16.4,45938,1.8099548,8.1999998,52.400002
0.46110001,92.199997,27.6,65975,2.5656168,5.5,37.200001
0.4131,93.599998,27.299999,78750,1.0928962,3.0999999,32.799999
0.49250001,91.900002,28.9,59688,1.1494253,7.9000001,42.799999
0.3511,93.300003,20.799999,53333,3.2967033,9,49.799999
0.43990001,84,13.5,59635,0.6980803,1.5,50.599998
0.3247,91.800003,20.1,75000,0.92165899,5.0999999,58.799999
0.44490001,90.300003,21,67500,1.8060837,9,49.799999
0.4558,88.5,9,,0,10.9,60.099998
0.40329999,98,21.4,44583,7.9207921,2.5999999,57.799999
0.5316,94.400002,23.9,69375,0,5.1999998,50.799999
0.47330001,92.199997,18.700001,44167,10.313901,27.5,26.799999
0.237,100,23.4,80556,0,7,56.799999
0.41800001,90.300003,16.5,67692,3.7190082,3.9000001,37.900002
0.34740001,86.300003,8.8000002,62500,3.0888031,16.6,56.599998
0.57480001,94.800003,19.1,54583,2.7397261,6.5999999,43.900002
0.5467,83.400002,16.1,44722,2.1276596,6.3000002,51.5
0.5341,93.400002,29,49000,0.82644629,5.8000002,56.099998
0.4192,90.800003,14.2,63571,0.94696969,6.6999998,43
0.40329999,95.699997,21.9,72297,1.3422819,3.5999999,43.799999
0.39250001,89.099998,20.1,77679,3.3962264,8.5,38.5
0.35429999,83.300003,5.5999999,83625,1.3422819,20.4,45
0.44999999,92.800003,15.6,50536,1.5748031,1.3,55.299999
0.45809999,91.5,24.700001,79611,3.1882896,9.3000002,34.099998
0.43799999,90.300003,51.599998,63750,3.8461537,9.1999998,46.599998
0.48570001,89.300003,21.200001,39100,1.2244898,16.6,45.299999
0.41080001,83.5,17.299999,71042,4.6789989,5.8000002,34.700001
0.4364,90.800003,29.4,64133,2.3603461,7.5999999,41.400002
0.48800001,69,7.4000001,51250,1.4285715,10.9,45.299999
0.52719998,85.400002,13.2,52083,7.6388888,9.3000002,48.099998
0.42750001,83.900002,14.5,53125,0,13.7,55.299999
0.33410001,96.900002,15.7,46493,4.8929663,19,28.4
0.4517,88.199997,13.2,55000,0.74766356,7.5999999,50.599998
0.42660001,91.300003,22.5,36042,0,3.7,49.900002
0.3788,96.099998,22.700001,93571,0,10.6,38.799999
0.52399999,92.800003,17.6,65313,4.534606,22.200001,31.700001
0.38060001,86.900002,22.200001,69375,0,9.6000004,43.5
0.4673,96.800003,30.299999,56389,0.87719297,3.5999999,46.700001
0.54100001,90.5,31,67358,2.2891567,15.1,46.900002
0.098399997,71.400002,27.4,39400,0,8.3000002,72.400002
0.2405,92.099998,13.6,87411,3.5897436,12.4,54
0.4637,82.199997,18.6,36429,2.247191,8.3999996,47
0.4808,97.900002,28,90833,7.9295154,8.3000002,50.599998
0.46509999,86.699997,14.9,50699,2.1996615,7.0999999,49.299999
0.46200001,91.900002,14.2,66310,3.1128404,5.6999998,38.299999
0.3644,91.5,18.1,47153,5.0632911,9.1000004,44.700001
0.36939999,91.900002,15.6,61250,1.5384616,11.5,48.299999
0.46919999,87.900002,15.6,82031,0,2.9000001,47.400002
0.4014,91,24.4,82188,0.56577086,12.2,40.200001
0.39669999,95.5,17.6,85321,0,2.3,51.900002
0.3434,96.699997,25,66875,0,15.5,20.5
0.3545,91.800003,14.4,90313,1.0989012,4.4000001,40.400002
0.40149999,97.199997,25,64643,2.6819923,1.6,39.5
0.4228,92.800003,26.299999,64973,2.8026905,7.8000002,35.200001
,,,,,,
0.42809999,94.300003,32.5,65005,1.9393754,9.1000004,29.6
0.34369999,96.5,35.799999,46844,5.6327724,2.5,23.200001
,100,85.300003,,0,,21.200001
,100,21.1,,5.7471266,6.3000002,19.799999
0.38420001,89.699997,10.3,61458,2.640264,2.7,53.099998
0.48640001,86,22.1,,2.8571429,1.1,54
0.50849998,90,23.799999,29323,0,17.9,57.5
0.30219999,83.300003,5.5999999,73500,0,4.3000002,63.099998
0.41890001,73.300003,10.4,39375,0,5,57.400002
0.41659999,92.699997,17.799999,64821,3.4642031,3.5,45.200001
0.4411,90.900002,21.200001,73056,1.2158055,7.5,39.400002
0.36770001,96.199997,25.5,95395,5.7281551,5.4000001,29.6
0.45469999,91.099998,20.1,40938,1.6,5.0999999,48.200001
0.4761,98,12.2,62212,7.878788,4.6999998,40.200001
0.5715,87.5,23.299999,49375,9.9009905,4.9000001,45.299999
0.51789999,84.199997,13.6,51319,0,4.6999998,57.599998
0.4734,91.800003,16.4,65000,0.78740156,5.5,48.599998
0.37180001,96.699997,25.1,82083,2.2857144,7.1999998,47.299999
0.42590001,82.400002,8.3999996,78750,4.8951049,18.1,36.799999
0.2956,97.699997,10.6,90493,0.57471263,8.1999998,38.799999
0.44209999,88.199997,17.5,51250,0.3508772,7.4000001,41.900002
0.4016,91,17.299999,58750,8.6419754,25.4,37.799999
0.42289999,93.699997,15.7,73618,0.22883295,5.5999999,30.4
0.4806,93.300003,17.9,60417,1.8382353,5.0999999,52.099998
0.42309999,84.099998,2.9000001,71875,1.8867924,9.3000002,51.799999
0.40220001,91.300003,17,62448,1.5652174,6.6999998,50.700001
0.39700001,86,9,76250,16.216217,2.4000001,43.799999
0.4197,95.800003,27.799999,86250,1.1494253,4.1999998,32.299999
0.3953,95.199997,20.5,79000,0,4.3000002,36.799999
0.25139999,93.599998,0,60833,0,0,63.200001
0.3712,92.400002,6.8000002,44063,0,4.0999999,55.900002
0.58499998,83.300003,16.5,38036,24.561403,34.900002,23.6
0.43309999,93.400002,10.4,68750,2.9411764,2.4000001,58.5
0.35010001,92.699997,15.6,69000,0.22522523,6,41.299999
0.44929999,94.400002,15.7,59375,5.5172415,1.4,36.799999
0.39269999,91.699997,20.1,65000,1.5180266,5.9000001,39.299999
0.38980001,95.400002,12.2,81250,0,4.8000002,50.5
0.54659998,91.900002,20,68650,5.8710299,29.6,30.799999
0.53420001,97.400002,23.299999,53646,0.72202164,5.5999999,36.799999
0.4163,93,11.9,95625,0,7.8000002,40.599998
0.40369999,91.5,10.4,47917,2.2522523,12.1,24.6
0.41440001,90.400002,24.5,81333,4.4000001,11.9,34
0.4409,89.199997,18.6,71563,1.7492712,23.299999,52.099998
0.3556,92.599998,19.299999,67250,0,1,29.9
0.41749999,94.300003,21.799999,73625,1.9271948,9,36.200001
0.4183,82.900002,22.9,50893,0,13.9,27.1
0.49380001,74.300003,6.0999999,48500,8.1871347,24.299999,31.9
0.40709999,92.300003,19.5,66042,0,1.1,62.5
0.45469999,89.199997,13.7,51591,1.968504,2.3,44.5
0.36680001,93.800003,25.700001,83250,5.801105,5.1999998,39.299999
0.34990001,91.5,18.6,67143,1.0928962,1.6,44
0.51450002,82.900002,7.4000001,48438,1.6949153,9.8999996,49.099998
0.51969999,94.900002,26.4,67813,5.9765863,11,35.099998
0.37360001,91.900002,17.700001,76324,0.26845637,6.9000001,37
0.29890001,97,9,61250,0,9.1999998,46.5
0.3937,90.400002,24.700001,64306,2.0632737,7.0999999,37.799999
0.45559999,92.800003,5.5999999,61719,7.1823206,7.0999999,49.200001
0.37740001,91.800003,21.9,62656,2.2271714,3,37.799999
0.62620002,85.900002,30.4,86250,2.9585798,1.8,31.799999
0.50040001,88.300003,19.1,50769,1.7391304,4.5,53.299999
0.5449,100,14.3,,0,1.4,34.299999
0.4436,89.599998,27.9,68750,3.4188035,8,33
0.4434,92.900002,23.5,91679,1.9715896,10.7,30.6
0.43180001,99.5,16,,3.8961039,38.299999,44.099998
0.43959999,92.5,28.9,86000,2.9126213,19.4,28.299999
0.65179998,97.400002,13.2,19886,16.666666,7.6999998,89
0.39449999,100,43.400002,113125,1.1560694,0,40.200001
0.54759997,95.300003,31.1,76964,0,1.4,43.799999
0.6045,91.300003,18.700001,101071,0,23.9,33.700001
0.4628,74.699997,39.299999,,24.509804,4.6999998,31.9
0.4149,95.400002,28.299999,50938,4.0816326,17.700001,30.700001
0.50690001,89.099998,14.1,100192,0,39.5,27.200001
0.4323,95.099998,15.1,72614,0,7.9000001,47.099998
0.41249999,86.699997,11.9,79453,2.540107,7.3000002,47.5
0.41080001,89.099998,15.3,51667,0,15.1,50.900002
0.42199999,92.699997,26.4,83155,2.130553,14.5,31.1
0.32870001,89.699997,44.900002,122083,0,9.5,37.700001
0.44319999,93.800003,19.200001,56719,2.3709903,15.2,54.400002
0.42160001,92.400002,14.6,43125,0,26.799999,31.9
0.37040001,89.400002,24.200001,43393,7.5925927,28.700001,25.6
0.4928,79.5,23.9,44231,5.5555553,2.3,48.299999
0.43439999,99.400002,26.9,58594,3.5398231,19.4,43.5
0.3423,93.099998,18.799999,50694,4.3209877,8.8000002,48.900002
0.29789999,95.900002,20.299999,51250,0,9,53.799999
0.44549999,95.099998,26.9,48787,0.36416605,7.0999999,48.400002
0.35839999,99.400002,22.700001,46538,14.482759,32.900002,35.299999
0.27309999,90.400002,27.6,103654,0,0,49.599998
0.46579999,91.099998,18.9,60685,5.5126791,10.6,49.599998
0.39899999,96,24,78125,1.8518518,5.6999998,44.799999
0.33450001,89.5,16.799999,53229,36.008232,53.799999,26.5
0.3962,92.599998,34.299999,49375,0,10.7,46.599998
0.37450001,94.400002,22.6,60873,4.9854794,8.3999996,41.599998
0.2703,95.099998,34.099998,45625,4,26.799999,55.299999
0.46450001,88.900002,13.7,44500,22.451082,47.299999,24.6
0.41339999,95.099998,22.5,50263,1.2048193,24.799999,48
0.27810001,95.300003,23.299999,76250,0,8.8999996,59.400002
0.4348,91.900002,5.4000001,35833,22.988506,0,54.099998
0.44459999,96.199997,40.700001,41522,13.57466,17,56.099998
0.3768,98.199997,34.900002,52000,2.7607362,16.5,47.700001
0.44530001,90.099998,16.200001,54028,4.3256998,10.7,54
0.3888,96.099998,48.200001,55313,1.4336917,13.9,46.099998
0.26809999,86.300003,19.1,47679,28.813559,52.299999,28.700001
0.51120001,89.699997,16.5,38750,2.8688524,21.4,47.900002
0.42480001,83.400002,9.6000004,56250,2.4793389,6,51.700001
0.4199,87,19,46930,8.650794,32.700001,33.099998
0.30930001,83.300003,28.299999,32344,0,21.5,57.400002
0.40790001,77.699997,17.4,40938,4.3600564,19.299999,41.099998
0.46950001,94.300003,36.5,72547,0,5.0999999,47
0.37540001,93.900002,20,44375,0,3.8,49.400002
0.41850001,70.400002,22.200001,31875,0,0,65.400002
0.4179,94.900002,27.200001,57917,3.5935564,13.4,44.799999
0.48719999,79.800003,10.5,37411,25.614035,40.599998,26.1
0.4032,94.900002,24,59557,3.7654116,9,41.599998
0.4576,96,23.799999,37500,7.3394494,17.5,51.099998
0.46360001,95.599998,31.200001,42998,2.4170616,11.5,45
0.42989999,90.699997,19.4,44219,22.560976,44.900002,32
0.29699999,98.599998,60.599998,66042,4.2857141,1.3,65.800003
0.40740001,56.799999,12.2,46563,0,7.6999998,31.299999
0.51319999,91.5,21.6,31750,1.5873016,17.4,58
0.46329999,95.5,18,46875,5.970149,17.9,45.799999
0.4831,96.199997,29.1,49911,0,3.5999999,61
0.4578,94.300003,11.4,,0,44.700001,58.799999
0.38589999,88.699997,18.299999,40833,3.5087719,10.9,56
0.4761,91.199997,50.299999,70625,2.4096386,1.4,62.900002
0.072400004,100,0,,0,0,37.400002
0.33520001,97.5,26.9,72596,1.7163506,3.4000001,48.700001
0.29730001,91.099998,0,,14.736842,13.5,27.5
0.35870001,100,53.299999,,0,13.7,65
0.4718,90.400002,13.4,37917,15.086206,40.5,30.700001
0.3294,98.699997,32.5,57031,3.97351,24.200001,44
